Year,City,Brand,Model,Variant,Price,Old Price,Savings,Transmission,Fuel_Type,KM_Driven
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,chennai,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,chennai,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,chennai,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,chennai,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,chennai,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,chennai,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,chennai,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,chennai,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,chennai,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,chennai,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,chennai,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,chennai,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,chennai,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,chennai,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,chennai,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,chennai,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,chennai,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,chennai,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,chennai,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,chennai,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,kolkata,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,kolkata,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,kolkata,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,kolkata,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,kolkata,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,kolkata,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,kolkata,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,kolkata,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,kolkata,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,kolkata,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,kolkata,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,kolkata,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,kolkata,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,kolkata,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,kolkata,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,kolkata,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,kolkata,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,kolkata,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,kolkata,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,kolkata,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,kolkata,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,kolkata,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,kolkata,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,kolkata,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,kolkata,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,kolkata,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,kolkata,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,kolkata,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,kolkata,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,kolkata,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,kolkata,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,kolkata,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,kolkata,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,kolkata,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,kolkata,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,kolkata,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,kolkata,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,kolkata,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,kolkata,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,kolkata,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,kolkata,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,kolkata,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,kolkata,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,kolkata,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
2022,kolkata,Kia,Sonet,HTX Turbo iMT BSVI,800000,800000,0,Manual,Petrol,37741
2023,kolkata,Maruti,Alto,K10 STD,305000,350000,45000,Manual,Petrol,11539
2021,kolkata,Renault,Kiger,RXL,478000,478000,0,Manual,Petrol,32000
2022,kolkata,Renault,Kiger,RXT Opt,550000,550000,0,Manual,Petrol,14464
2025,kolkata,Nissan,Magnite,N Connecta,787000,787000,0,Manual,Petrol,2200
2022,kolkata,Kia,Seltos,HTK Diesel,986000,1028000,41887,Manual,Diesel,31473
2023,kolkata,Maruti,Alto,K10 LXi BSVI,320000,341000,21258,Manual,Petrol,4099
2024,kolkata,Nissan,Magnite,XV,680000,680000,0,Manual,Petrol,19000
2023,kolkata,Mercedes-Benz,GLB,200 Progressive Line,5600000,5600000,0,Automatic,Petrol,20000
2025,kolkata,Kia,Syros,HTX Plus Opt Diesel AT,1590000,1590000,0,Automatic,Diesel,5474
2024,kolkata,Kia,Sonet,HTK (O),885000,945000,60000,Manual,Petrol,11000
2022,kolkata,Renault,Kiger,RXE,483000,483000,0,Manual,Petrol,42000
2024,kolkata,MG,Astor,Select CVT,1250000,1250000,0,Automatic,Petrol,20000
2018,kolkata,Maruti,Alto,K10 VXI,249000,290000,41222,Manual,Petrol,14399
2023,kolkata,Maruti,Alto,K10 VXI,380000,419000,39131,Manual,Petrol,28199
2024,kolkata,Mahindra,XUV,3XO MX3,850000,850000,0,Manual,Petrol,8000
2024,kolkata,Kia,Sonet,HTK Plus,840000,840000,0,Manual,Petrol,10000
2023,kolkata,Nissan,Magnite,XL,475000,510000,35161,Manual,Petrol,20184
2024,kolkata,Kia,Sonet,HTX Diesel iMT,1099000,1099000,0,Manual,Diesel,15000
2022,kolkata,Renault,Kiger,RXT,530000,554000,23853,Manual,Petrol,21633
